id,texto,intent,original,template,is_kid_optimized
kid_jugar_38145,este jugamos,JUGAR,este jugamos,jugamos,True
kid_comer_beber_23448,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_expresar_necesidad_5133,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_pedir_ayuda_22018,este este ayúdame,PEDIR_AYUDA,este este ayúdame,ayúdame,True
kid_saludar_36554,mm hola hola mamá,SALUDAR,mm hola hola mamá,hola {persona},True
kid_despedir_5867,este chau mamá,DESPEDIR,este chau mamá,chau {persona},True
kid_expresar_necesidad_531,busco pelota,EXPRESAR_NECESIDAD,busco pelota,busco {objeto},True
kid_saludar_37692,este hey maestra,SALUDAR,este hey maestra,hey {persona},True
kid_expresar_emocion_29901,estoy nervioso,EXPRESAR_EMOCION,estoy nervioso,estoy {emocion},True
kid_pedir_ayuda_18458,me ayudas ayudas,PEDIR_AYUDA,me ayudas ayudas,me ayudas,True
kid_despedir_7577,adiós abuela,DESPEDIR,adiós abuela,adiós {persona},True
kid_jugar_4454,jugamos,JUGAR,jugamos,jugamos,True
kid_despedir_39753,chau amigo,DESPEDIR,chau amigo,chau {persona},True
kid_agradecer_6134,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_jugar_39104,bueno quiero jugar,JUGAR,bueno quiero jugar,quiero jugar,True
kid_describir_dolor_36865,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_pedir_ayuda_27371,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_expresar_necesidad_34683,tengo ganas de jugar,EXPRESAR_NECESIDAD,tengo ganas de jugar,tengo ganas de {accion},True
kid_expresar_necesidad_3796,necesito pelota,EXPRESAR_NECESIDAD,necesito pelota,necesito {objeto},True
kid_expresar_necesidad_18964,quiero cantar,EXPRESAR_NECESIDAD,quiero cantar,quiero {accion},True
kid_saludar_10739,buenas buenas tardes,SALUDAR,buenas buenas tardes,buenas tardes,True
kid_despedir_1127,chau,DESPEDIR,chau,chau,True
kid_expresar_emocion_26675,soy triste,EXPRESAR_EMOCION,soy triste,soy {emocion},True
kid_comer_beber_4160,eh tengo hambre,COMER_BEBER,eh tengo hambre,tengo hambre,True
kid_pedir_ayuda_12881,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_describir_dolor_868,este me pegué en pierna,DESCRIBIR_DOLOR,este me pegué en pierna,me pegué en {parte_cuerpo},True
kid_pedir_ayuda_27058,mm no puedo correr correr,PEDIR_AYUDA,mm no puedo correr correr,no puedo {accion},True
kid_jugar_22567,me gusta jugar rayuela,JUGAR,me gusta jugar rayuela,me gusta jugar {juego},True
kid_ir_lugar_26458,vamos al cocina cocina,IR_LUGAR,vamos al cocina cocina,vamos al {lugar},True
kid_ir_lugar_3326,vamos al cocina,IR_LUGAR,vamos al cocina,vamos al {lugar},True
kid_saludar_8146,buenos días,SALUDAR,buenos días,buenos días,True
kid_expresar_necesidad_15930,quiero bloques,EXPRESAR_NECESIDAD,quiero bloques,quiero {objeto},True
kid_jugar_4114,me gusta jugar rayuela,JUGAR,me gusta jugar rayuela,me gusta jugar {juego},True
kid_jugar_32494,juego juego con pelota,JUGAR,juego juego con pelota,juego con {juguete},True
kid_agradecer_25964,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_jugar_14298,jugamos,JUGAR,jugamos,jugamos,True
kid_describir_dolor_26170,me lastimé mano,DESCRIBIR_DOLOR,me lastimé mano,me lastimé {parte_cuerpo},True
kid_pedir_ayuda_27369,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_comer_beber_6533,más comerciante,COMER_BEBER,más comerciante,más {comida},True
kid_comer_beber_35297,quiero panamá panamá,COMER_BEBER,quiero panamá panamá,quiero {comida},True
kid_expresar_emocion_32651,soy nervioso,EXPRESAR_EMOCION,soy nervioso,soy {emocion},True
kid_agradecer_29911,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_pedir_ayuda_6602,bueno me ayudas,PEDIR_AYUDA,bueno me ayudas,me ayudas,True
kid_expresar_necesidad_26291,quiero muñeca,EXPRESAR_NECESIDAD,quiero muñeca,quiero {objeto},True
kid_pedir_ayuda_27820,este no sé bailar,PEDIR_AYUDA,este no sé bailar,no sé {accion},True
kid_comer_beber_16140,bueno me da sancho sancho panza,COMER_BEBER,bueno me da sancho sancho panza,me da {comida},True
kid_pedir_ayuda_27918,no sé saltar,PEDIR_AYUDA,no sé saltar,no sé {accion},True
kid_comer_beber_22747,comer comercio,COMER_BEBER,comer comercio,comer {comida},True
kid_jugar_16820,mm jugamos,JUGAR,mm jugamos,jugamos,True
kid_expresar_emocion_4017,soy entristecer,EXPRESAR_EMOCION,soy entristecer,soy {emocion},True
kid_comer_beber_10846,comer centro comercial,COMER_BEBER,comer centro comercial,comer {comida},True
kid_expresar_necesidad_10450,mm quiero quiero estudiar por favor,EXPRESAR_NECESIDAD,mm quiero quiero estudiar por favor,quiero {accion},True
kid_describir_dolor_14235,mm tengo dolor,DESCRIBIR_DOLOR,mm tengo dolor,tengo dolor,True
kid_expresar_necesidad_15834,donde está libro,EXPRESAR_NECESIDAD,donde está libro,donde está {objeto},True
kid_describir_dolor_34156,mm me duele espalda,DESCRIBIR_DOLOR,mm me duele espalda,me duele {parte_cuerpo},True
kid_jugar_18710,juego con bicicleta,JUGAR,juego con bicicleta,juego con {juguete},True
kid_expresar_necesidad_38579,quiero libro,EXPRESAR_NECESIDAD,quiero libro,quiero {objeto},True
kid_expresar_necesidad_7999,tengo ganas de bailar,EXPRESAR_NECESIDAD,tengo ganas de bailar,tengo ganas de {accion},True
kid_pedir_ayuda_34746,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_necesidad_5477,quiero muñeca,EXPRESAR_NECESIDAD,quiero muñeca,quiero {objeto},True
kid_jugar_30537,jugamos,JUGAR,jugamos,jugamos,True
kid_jugar_24690,jugar con bicicleta,JUGAR,jugar con bicicleta,jugar con {juguete},True
kid_expresar_necesidad_9169,necesito bloques,EXPRESAR_NECESIDAD,necesito bloques,necesito {objeto},True
kid_ir_lugar_8010,ir a jardín,IR_LUGAR,ir a jardín,ir a {lugar},True
kid_jugar_27589,jugamos,JUGAR,jugamos,jugamos,True
kid_pedir_ayuda_16989,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_jugar_34292,quiero quiero auto,JUGAR,quiero quiero auto,quiero {juguete},True
kid_expresar_necesidad_38823,necesito libro,EXPRESAR_NECESIDAD,necesito libro,necesito {objeto},True
kid_pedir_ayuda_7077,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_comer_beber_28107,eh beber chocolate caliente,COMER_BEBER,eh beber chocolate caliente,beber {bebida},True
kid_expresar_emocion_19935,me siento feliz cumpleaños,EXPRESAR_EMOCION,me siento feliz cumpleaños,me siento {emocion},True
kid_expresar_necesidad_29131,donde está comida,EXPRESAR_NECESIDAD,donde está comida,donde está {objeto},True
kid_expresar_emocion_37614,me siento entristecer,EXPRESAR_EMOCION,me siento entristecer,me siento {emocion},True
kid_ir_lugar_28941,donde está hospital,IR_LUGAR,donde está hospital,donde está {lugar},True
kid_expresar_necesidad_1340,tengo frío,EXPRESAR_NECESIDAD,tengo frío,tengo {necesidad},True
kid_pedir_ayuda_18739,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_jugar_37458,juego con bicicleta,JUGAR,juego con bicicleta,juego con {juguete},True
kid_comer_beber_30347,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_saludar_3816,hola papá enojado,SALUDAR,hola papá enojado,hola {persona} {emocion},True
kid_comer_beber_17417,beber agua,COMER_BEBER,beber agua,beber {bebida},True
kid_despedir_17739,este nos vemos,DESPEDIR,este nos vemos,nos vemos,True
kid_despedir_28211,me voy,DESPEDIR,me voy,me voy,True
kid_expresar_necesidad_5938,tengo tengo hambre,EXPRESAR_NECESIDAD,tengo tengo hambre,tengo {necesidad},True
kid_pedir_ayuda_13393,no puedo dibujar,PEDIR_AYUDA,no puedo dibujar,no puedo {accion},True
kid_expresar_necesidad_28761,necesito tablet,EXPRESAR_NECESIDAD,necesito tablet,necesito {objeto},True
kid_jugar_16495,juego con muñeca,JUGAR,juego con muñeca,juego con {juguete},True
kid_ir_lugar_10693,quiero ir al cocina por favor,IR_LUGAR,quiero ir al cocina por favor,quiero ir al {lugar},True
kid_jugar_37455,eh vamos a jugar,JUGAR,eh vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_12054,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_pedir_ayuda_1540,no sé correr,PEDIR_AYUDA,no sé correr,no sé {accion},True
kid_expresar_necesidad_29014,busco bloques,EXPRESAR_NECESIDAD,busco bloques,busco {objeto},True
kid_agradecer_18462,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_saludar_22486,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_ir_lugar_9623,donde está parque,IR_LUGAR,donde está parque,donde está {lugar},True
kid_jugar_24439,bueno jugar con pelota,JUGAR,bueno jugar con pelota,jugar con {juguete},True
kid_expresar_necesidad_39871,necesito agua,EXPRESAR_NECESIDAD,necesito agua,necesito {objeto},True
kid_expresar_necesidad_23951,quiero auto,EXPRESAR_NECESIDAD,quiero auto,quiero {objeto},True
kid_jugar_27901,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_expresar_necesidad_17086,quiero quiero agua,EXPRESAR_NECESIDAD,quiero quiero agua,quiero {objeto},True
kid_jugar_5953,juego con bicicleta,JUGAR,juego con bicicleta,juego con {juguete},True
kid_pedir_ayuda_6534,ayuda con comida,PEDIR_AYUDA,ayuda con comida,ayuda con {objeto},True
kid_expresar_necesidad_21989,tengo calor,EXPRESAR_NECESIDAD,tengo calor,tengo {necesidad},True
kid_ir_lugar_36648,bueno al baño,IR_LUGAR,bueno al baño,al {lugar},True
kid_expresar_emocion_681,eh hoy estoy emocionado,EXPRESAR_EMOCION,eh hoy estoy emocionado,hoy estoy {emocion},True
kid_jugar_32047,bueno jugamos,JUGAR,bueno jugamos,jugamos,True
kid_expresar_emocion_18079,hoy estoy triste,EXPRESAR_EMOCION,hoy estoy triste,hoy estoy {emocion},True
kid_ir_lugar_33163,eh al jardín,IR_LUGAR,eh al jardín,al {lugar},True
kid_ir_lugar_35580,donde está plaza,IR_LUGAR,donde está plaza,donde está {lugar},True
kid_expresar_emocion_13035,me pone enojado enojado,EXPRESAR_EMOCION,me pone enojado enojado,me pone {emocion},True
kid_expresar_necesidad_4091,quiero tablet,EXPRESAR_NECESIDAD,quiero tablet,quiero {objeto},True
kid_expresar_emocion_38204,me pone feliz cumpleaños,EXPRESAR_EMOCION,me pone feliz cumpleaños,me pone {emocion},True
kid_expresar_necesidad_24487,necesito comida,EXPRESAR_NECESIDAD,necesito comida,necesito {objeto},True
kid_expresar_necesidad_11591,tengo sed,EXPRESAR_NECESIDAD,tengo sed,tengo {necesidad},True
kid_comer_beber_22937,me da panamá,COMER_BEBER,me da panamá,me da {comida},True
kid_jugar_2710,bueno juguemos fútbol,JUGAR,bueno juguemos fútbol,juguemos {juego},True
kid_expresar_necesidad_20064,tengo hambre,EXPRESAR_NECESIDAD,tengo hambre,tengo {necesidad},True
kid_expresar_necesidad_28328,quiero dormir,EXPRESAR_NECESIDAD,quiero dormir,quiero {accion},True
kid_expresar_emocion_25312,soy feliz,EXPRESAR_EMOCION,soy feliz,soy {emocion},True
kid_pedir_ayuda_26513,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_pedir_ayuda_14466,ayuda tía,PEDIR_AYUDA,ayuda tía,ayuda {persona},True
kid_jugar_15574,quiero peluche,JUGAR,quiero peluche,quiero {juguete},True
kid_despedir_28623,adiós maestra,DESPEDIR,adiós maestra,adiós {persona},True
kid_jugar_39384,jugar con peluche,JUGAR,jugar con peluche,jugar con {juguete},True
kid_pedir_ayuda_2550,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_comer_beber_21337,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_pedir_ayuda_28997,no puedo puedo saltar,PEDIR_AYUDA,no puedo puedo saltar,no puedo {accion},True
kid_expresar_emocion_7659,hoy estoy emocionado,EXPRESAR_EMOCION,hoy estoy emocionado,hoy estoy {emocion},True
kid_ir_lugar_13676,quiero ir al casa,IR_LUGAR,quiero ir al casa,quiero ir al {lugar},True
kid_comer_beber_7666,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_jugar_32650,bueno vamos a jugar,JUGAR,bueno vamos a jugar,vamos a jugar,True
kid_saludar_33844,buenos días,SALUDAR,buenos días,buenos días,True
kid_despedir_38294,mm adiós tío,DESPEDIR,mm adiós tío,adiós {persona},True
kid_comer_beber_2991,más empanada,COMER_BEBER,más empanada,más {comida},True
kid_agradecer_29573,gracias por dibujar,AGRADECER,gracias por dibujar,gracias por {accion},True
kid_expresar_necesidad_11759,bueno busco libro libro,EXPRESAR_NECESIDAD,bueno busco libro libro,busco {objeto},True
kid_jugar_22574,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_ir_lugar_16024,busco escuela,IR_LUGAR,busco escuela,busco {lugar},True
kid_expresar_necesidad_36303,donde está pelota,EXPRESAR_NECESIDAD,donde está pelota,donde está {objeto},True
kid_jugar_26095,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_ir_lugar_6309,al casa,IR_LUGAR,al casa,al {lugar},True
kid_despedir_25385,adiós,DESPEDIR,adiós,adiós,True
kid_jugar_430,juego con auto,JUGAR,juego con auto,juego con {juguete},True
kid_ir_lugar_3604,vamos al hospital,IR_LUGAR,vamos al hospital,vamos al {lugar},True
kid_jugar_830,jugamos,JUGAR,jugamos,jugamos,True
kid_expresar_necesidad_21225,quiero quiero cantar,EXPRESAR_NECESIDAD,quiero quiero cantar,quiero {accion},True
kid_jugar_4770,juguemos tag,JUGAR,juguemos tag,juguemos {juego},True
kid_expresar_necesidad_33340,busco libro,EXPRESAR_NECESIDAD,busco libro,busco {objeto},True
kid_jugar_14284,juguemos videojuegos videojuegos,JUGAR,juguemos videojuegos videojuegos,juguemos {juego},True
kid_despedir_502,adiós,DESPEDIR,adiós,adiós,True
kid_despedir_21161,adiós,DESPEDIR,adiós,adiós,True
kid_comer_beber_36289,mm quiero quiero campana,COMER_BEBER,mm quiero quiero campana,quiero {comida},True
kid_ir_lugar_32119,donde está parque,IR_LUGAR,donde está parque,donde está {lugar},True
kid_expresar_necesidad_4514,este tengo frío,EXPRESAR_NECESIDAD,este tengo frío,tengo {necesidad},True
kid_jugar_6087,quiero jugar por favor,JUGAR,quiero jugar por favor,quiero jugar,True
kid_despedir_38434,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_saludar_9191,hey papá,SALUDAR,hey papá,hey {persona},True
kid_jugar_11554,me gusta jugar tag,JUGAR,me gusta jugar tag,me gusta jugar {juego},True
kid_jugar_9868,este me gusta jugar puzzles,JUGAR,este me gusta jugar puzzles,me gusta jugar {juego},True
kid_jugar_2682,me gusta jugar videojuegos,JUGAR,me gusta jugar videojuegos,me gusta jugar {juego},True
kid_expresar_necesidad_26390,necesito muñeca,EXPRESAR_NECESIDAD,necesito muñeca,necesito {objeto},True
kid_saludar_11703,hey amiga,SALUDAR,hey amiga,hey {persona},True
kid_expresar_necesidad_15507,donde está auto,EXPRESAR_NECESIDAD,donde está auto,donde está {objeto},True
kid_pedir_ayuda_34721,no sé jugar,PEDIR_AYUDA,no sé jugar,no sé {accion},True
kid_ir_lugar_12829,vamos al casa,IR_LUGAR,vamos al casa,vamos al {lugar},True
kid_jugar_31768,este jugamos,JUGAR,este jugamos,jugamos,True
kid_comer_beber_1024,más chimpancé,COMER_BEBER,más chimpancé,más {comida},True
kid_expresar_necesidad_6546,eh donde está juguete,EXPRESAR_NECESIDAD,eh donde está juguete,donde está {objeto},True
kid_jugar_12263,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_jugar_13952,bueno jugamos,JUGAR,bueno jugamos,jugamos,True
kid_despedir_8041,eh hasta luego,DESPEDIR,eh hasta luego,hasta luego,True
kid_expresar_necesidad_24373,dame agua,EXPRESAR_NECESIDAD,dame agua,dame {objeto},True
kid_describir_dolor_34852,duele brazo,DESCRIBIR_DOLOR,duele brazo,duele {parte_cuerpo},True
kid_expresar_emocion_15997,estoy contento,EXPRESAR_EMOCION,estoy contento,estoy {emocion},True
kid_jugar_18319,jugamos,JUGAR,jugamos,jugamos,True
kid_expresar_necesidad_16022,donde está bloques,EXPRESAR_NECESIDAD,donde está bloques,donde está {objeto},True
kid_jugar_24604,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_comer_beber_25595,este quiero chimpancé por favor,COMER_BEBER,este quiero chimpancé por favor,quiero {comida},True
kid_saludar_34723,hola tío nervioso,SALUDAR,hola tío nervioso,hola {persona} {emocion},True
kid_expresar_necesidad_34420,necesito pelota pelota,EXPRESAR_NECESIDAD,necesito pelota pelota,necesito {objeto},True
kid_describir_dolor_16775,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_pedir_ayuda_38596,no sé dormir,PEDIR_AYUDA,no sé dormir,no sé {accion},True
kid_expresar_emocion_37439,estoy feliz,EXPRESAR_EMOCION,estoy feliz,estoy {emocion},True
kid_expresar_emocion_39292,mm estoy muy feliz navidad,EXPRESAR_EMOCION,mm estoy muy feliz navidad,estoy muy {emocion},True
kid_saludar_16451,hey hermano,SALUDAR,hey hermano,hey {persona},True
kid_saludar_38570,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_expresar_necesidad_8439,necesito tablet,EXPRESAR_NECESIDAD,necesito tablet,necesito {objeto},True
kid_jugar_38120,me gusta jugar puzzles,JUGAR,me gusta jugar puzzles,me gusta jugar {juego},True
kid_describir_dolor_34324,tengo dolor dolor,DESCRIBIR_DOLOR,tengo dolor dolor,tengo dolor,True
kid_expresar_emocion_6783,hoy estoy tranquilo,EXPRESAR_EMOCION,hoy estoy tranquilo,hoy estoy {emocion},True
kid_pedir_ayuda_6381,este necesito ayuda,PEDIR_AYUDA,este necesito ayuda,necesito ayuda,True
kid_expresar_emocion_13249,mm soy entristecer,EXPRESAR_EMOCION,mm soy entristecer,soy {emocion},True
kid_describir_dolor_11985,me lastimé mano,DESCRIBIR_DOLOR,me lastimé mano,me lastimé {parte_cuerpo},True
kid_expresar_emocion_18747,bueno estoy emocionado,EXPRESAR_EMOCION,bueno estoy emocionado,estoy {emocion},True
kid_expresar_emocion_39388,mm estoy muy tranquilo,EXPRESAR_EMOCION,mm estoy muy tranquilo,estoy muy {emocion},True
kid_jugar_24537,mm quiero jugar,JUGAR,mm quiero jugar,quiero jugar,True
kid_jugar_8844,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_expresar_necesidad_36264,tengo ganas de estudiar,EXPRESAR_NECESIDAD,tengo ganas de estudiar,tengo ganas de {accion},True
kid_pedir_ayuda_3323,no puedo jugar jugar,PEDIR_AYUDA,no puedo jugar jugar,no puedo {accion},True
kid_saludar_9170,hola tío nervioso,SALUDAR,hola tío nervioso,hola {persona} {emocion},True
kid_jugar_14538,quiero crayones,JUGAR,quiero crayones,quiero {juguete},True
kid_jugar_34045,juguemos fútbol,JUGAR,juguemos fútbol,juguemos {juego},True
kid_jugar_2897,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_29217,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_necesidad_32890,busco pelota,EXPRESAR_NECESIDAD,busco pelota,busco {objeto},True
kid_jugar_21336,me gusta jugar rayuela,JUGAR,me gusta jugar rayuela,me gusta jugar {juego},True
kid_describir_dolor_5635,dolor en barriga,DESCRIBIR_DOLOR,dolor en barriga,dolor en {parte_cuerpo},True
kid_jugar_25637,quiero muñeca,JUGAR,quiero muñeca,quiero {juguete},True
kid_comer_beber_34394,quiero comer por favor,COMER_BEBER,quiero comer por favor,quiero comer,True
kid_expresar_necesidad_21704,quiero muñeca,EXPRESAR_NECESIDAD,quiero muñeca,quiero {objeto},True
kid_pedir_ayuda_20628,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_emocion_10277,hoy estoy contento,EXPRESAR_EMOCION,hoy estoy contento,hoy estoy {emocion},True
kid_expresar_necesidad_4772,me da libro,EXPRESAR_NECESIDAD,me da libro,me da {objeto},True
kid_saludar_22929,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_pedir_ayuda_24364,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_expresar_necesidad_4668,eh quiero comida,EXPRESAR_NECESIDAD,eh quiero comida,quiero {objeto},True
kid_comer_beber_32608,quiero chimpancé,COMER_BEBER,quiero chimpancé,quiero {comida},True
kid_pedir_ayuda_26828,no puedo bailar,PEDIR_AYUDA,no puedo bailar,no puedo {accion},True
kid_expresar_emocion_38156,me pone tranquilo,EXPRESAR_EMOCION,me pone tranquilo,me pone {emocion},True
kid_pedir_ayuda_38246,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_despedir_8069,adiós amigo,DESPEDIR,adiós amigo,adiós {persona},True
kid_ir_lugar_39899,ir a casa,IR_LUGAR,ir a casa,ir a {lugar},True
kid_expresar_necesidad_20442,donde está juguete,EXPRESAR_NECESIDAD,donde está juguete,donde está {objeto},True
kid_comer_beber_39178,más pizza,COMER_BEBER,más pizza,más {comida},True
kid_saludar_3925,eh buenos días,SALUDAR,eh buenos días,buenos días,True
kid_saludar_29378,hola,SALUDAR,hola,hola,True
kid_pedir_ayuda_33979,no sé cantar,PEDIR_AYUDA,no sé cantar,no sé {accion},True
kid_pedir_ayuda_4218,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_expresar_necesidad_189,tengo sed,EXPRESAR_NECESIDAD,tengo sed,tengo {necesidad},True
kid_expresar_necesidad_31237,necesito necesito tablet,EXPRESAR_NECESIDAD,necesito necesito tablet,necesito {objeto},True
kid_expresar_emocion_19995,hoy estoy contento,EXPRESAR_EMOCION,hoy estoy contento,hoy estoy {emocion},True
kid_comer_beber_4975,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_pedir_ayuda_14799,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_emocion_32903,me pone asustado,EXPRESAR_EMOCION,me pone asustado,me pone {emocion},True
kid_ir_lugar_35834,al casa,IR_LUGAR,al casa,al {lugar},True
kid_despedir_29101,adiós maestra,DESPEDIR,adiós maestra,adiós {persona},True
kid_agradecer_11294,gracias por comer,AGRADECER,gracias por comer,gracias por {accion},True
kid_pedir_ayuda_33581,no puedo leer,PEDIR_AYUDA,no puedo leer,no puedo {accion},True
kid_saludar_30127,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_jugar_23064,bueno quiero jugar,JUGAR,bueno quiero jugar,quiero jugar,True
kid_jugar_288,me gusta jugar rayuela,JUGAR,me gusta jugar rayuela,me gusta jugar {juego},True
kid_saludar_37156,bueno buenas tardes,SALUDAR,bueno buenas tardes,buenas tardes,True
kid_expresar_emocion_26605,hoy estoy feliz navidad,EXPRESAR_EMOCION,hoy estoy feliz navidad,hoy estoy {emocion},True
kid_agradecer_11644,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_ir_lugar_7583,este quiero ir al jardín,IR_LUGAR,este quiero ir al jardín,quiero ir al {lugar},True
kid_agradecer_2141,muchas muchas gracias,AGRADECER,muchas muchas gracias,muchas gracias,True
kid_jugar_7739,me gusta jugar tag,JUGAR,me gusta jugar tag,me gusta jugar {juego},True
kid_agradecer_18041,gracias por estudiar,AGRADECER,gracias por estudiar,gracias por {accion},True
kid_jugar_26921,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_saludar_23928,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_saludar_25344,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_pedir_ayuda_131,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_despedir_17424,mm nos vemos,DESPEDIR,mm nos vemos,nos vemos,True
kid_expresar_emocion_9722,estoy muy entristecer,EXPRESAR_EMOCION,estoy muy entristecer,estoy muy {emocion},True
kid_expresar_emocion_2002,me pone feliz cumpleaños,EXPRESAR_EMOCION,me pone feliz cumpleaños,me pone {emocion},True
kid_expresar_emocion_31199,estoy muy emocionado,EXPRESAR_EMOCION,estoy muy emocionado,estoy muy {emocion},True
kid_pedir_ayuda_21282,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_despedir_6080,este nos vemos,DESPEDIR,este nos vemos,nos vemos,True
kid_expresar_necesidad_25211,mm quiero bloques,EXPRESAR_NECESIDAD,mm quiero bloques,quiero {objeto},True
kid_jugar_18578,jugamos,JUGAR,jugamos,jugamos,True
kid_saludar_32819,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_expresar_emocion_13255,me pone asustado,EXPRESAR_EMOCION,me pone asustado,me pone {emocion},True
kid_expresar_necesidad_2421,me da libro,EXPRESAR_NECESIDAD,me da libro,me da {objeto},True
kid_expresar_necesidad_9472,tengo ganas de saltar,EXPRESAR_NECESIDAD,tengo ganas de saltar,tengo ganas de {accion},True
kid_jugar_25698,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_expresar_emocion_26003,hoy estoy feliz,EXPRESAR_EMOCION,hoy estoy feliz,hoy estoy {emocion},True
kid_saludar_1335,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_comer_beber_30177,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_pedir_ayuda_19515,ayuda con comida comida,PEDIR_AYUDA,ayuda con comida comida,ayuda con {objeto},True
kid_expresar_emocion_33934,estoy muy asustado,EXPRESAR_EMOCION,estoy muy asustado,estoy muy {emocion},True
kid_jugar_32719,jugar con pelota,JUGAR,jugar con pelota,jugar con {juguete},True
kid_expresar_necesidad_1504,necesito crayones,EXPRESAR_NECESIDAD,necesito crayones,necesito {objeto},True
kid_describir_dolor_2711,tengo tengo dolor,DESCRIBIR_DOLOR,tengo tengo dolor,tengo dolor,True
kid_saludar_19339,buenos días,SALUDAR,buenos días,buenos días,True
kid_despedir_4097,me voy,DESPEDIR,me voy,me voy,True
kid_expresar_necesidad_11119,necesito crayones por favor,EXPRESAR_NECESIDAD,necesito crayones por favor,necesito {objeto},True
kid_pedir_ayuda_20122,bueno ayuda,PEDIR_AYUDA,bueno ayuda,ayuda,True
kid_pedir_ayuda_17760,ayuda maestra,PEDIR_AYUDA,ayuda maestra,ayuda {persona},True
kid_pedir_ayuda_15580,mm no sé bailar,PEDIR_AYUDA,mm no sé bailar,no sé {accion},True
kid_expresar_emocion_25919,me pone feliz cumpleaños,EXPRESAR_EMOCION,me pone feliz cumpleaños,me pone {emocion},True
kid_jugar_20946,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_10121,ayuda con juguete,PEDIR_AYUDA,ayuda con juguete,ayuda con {objeto},True
kid_pedir_ayuda_6238,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_expresar_necesidad_18401,me da comida,EXPRESAR_NECESIDAD,me da comida,me da {objeto},True
kid_jugar_33746,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_agradecer_4106,eh muchas muchas gracias,AGRADECER,eh muchas muchas gracias,muchas gracias,True
kid_saludar_39382,buenos días,SALUDAR,buenos días,buenos días,True
